[p_N]=Pa F theta_1 theta_2 [q_t]=J/s [q_c]=J/s [q_p]=J/s [q_0]=J/s Y
3.310000e-03 7.368867e+19 0.000000e+00 9.183275e-01 9.358462e+17 7.643288e+17 2.813500e-04 1.700175e+18 1.310717e+20
3.311000e-03 7.371094e+19 0.000000e+00 9.183502e-01 9.361289e+17 7.643477e+17 2.814350e-04 1.700477e+18 1.310717e+20
3.312000e-03 7.373320e+19 0.000000e+00 9.183728e-01 9.364116e+17 7.643665e+17 2.815200e-04 1.700778e+18 1.310717e+20
3.313000e-03 7.375546e+19 0.000000e+00 9.183954e-01 9.366944e+17 7.643853e+17 2.816050e-04 1.701080e+18 1.310717e+20
3.314000e-03 7.377772e+19 0.000000e+00 9.184181e-01 9.369771e+17 7.644042e+17 2.816900e-04 1.701381e+18 1.310717e+20
3.315000e-03 7.379999e+19 0.000000e+00 9.184407e-01 9.372598e+17 7.644230e+17 2.817750e-04 1.701683e+18 1.310717e+20
3.316000e-03 7.382225e+19 0.000000e+00 9.184632e-01 9.375426e+17 7.644418e+17 2.818600e-04 1.701984e+18 1.310717e+20
3.317000e-03 7.384451e+19 0.000000e+00 9.184858e-01 9.378253e+17 7.644606e+17 2.819450e-04 1.702286e+18 1.310717e+20
3.318000e-03 7.386677e+19 0.000000e+00 9.185084e-01 9.381080e+17 7.644794e+17 2.820300e-04 1.702587e+18 1.310717e+20
3.319000e-03 7.388904e+19 0.000000e+00 9.185309e-01 9.383908e+17 7.644981e+17 2.821150e-04 1.702889e+18 1.310717e+20
3.320000e-03 7.391130e+19 0.000000e+00 9.185535e-01 9.386735e+17 7.645169e+17 2.822000e-04 1.703190e+18 1.310717e+20
3.321000e-03 7.393356e+19 0.000000e+00 9.185760e-01 9.389562e+17 7.645356e+17 2.822850e-04 1.703492e+18 1.310717e+20
3.322000e-03 7.395582e+19 0.000000e+00 9.185985e-01 9.392390e+17 7.645544e+17 2.823700e-04 1.703793e+18 1.310717e+20
3.323000e-03 7.397809e+19 0.000000e+00 9.186210e-01 9.395217e+17 7.645731e+17 2.824550e-04 1.704095e+18 1.310717e+20
3.324000e-03 7.400035e+19 0.000000e+00 9.186435e-01 9.398044e+17 7.645918e+17 2.825400e-04 1.704396e+18 1.310717e+20
3.325000e-03 7.402261e+19 0.000000e+00 9.186660e-01 9.400872e+17 7.646105e+17 2.826250e-04 1.704698e+18 1.310717e+20
3.326000e-03 7.404487e+19 0.000000e+00 9.186885e-01 9.403699e+17 7.646292e+17 2.827100e-04 1.704999e+18 1.310717e+20
3.327000e-03 7.406714e+19 0.000000e+00 9.187109e-01 9.406526e+17 7.646479e+17 2.827950e-04 1.705301e+18 1.310717e+20
3.328000e-03 7.408940e+19 0.000000e+00 9.187334e-01 9.409354e+17 7.646666e+17 2.828800e-04 1.705602e+18 1.310717e+20
3.329000e-03 7.411166e+19 0.000000e+00 9.187558e-01 9.412181e+17 7.646853e+17 2.829650e-04 1.705903e+18 1.310717e+20
3.330000e-03 7.413392e+19 0.000000e+00 9.187782e-01 9.415008e+17 7.647039e+17 2.830500e-04 1.706205e+18 1.310717e+20
3.331000e-03 7.415619e+19 0.000000e+00 9.188006e-01 9.417836e+17 7.647226e+17 2.831350e-04 1.706506e+18 1.310717e+20
3.332000e-03 7.417845e+19 0.000000e+00 9.188230e-01 9.420663e+17 7.647412e+17 2.832200e-04 1.706807e+18 1.310717e+20
3.333000e-03 7.420071e+19 0.000000e+00 9.188454e-01 9.423490e+17 7.647598e+17 2.833050e-04 1.707109e+18 1.310717e+20
3.334000e-03 7.422297e+19 0.000000e+00 9.188677e-01 9.426318e+17 7.647784e+17 2.833900e-04 1.707410e+18 1.310717e+20
3.335000e-03 7.424523e+19 0.000000e+00 9.188901e-01 9.429145e+17 7.647971e+17 2.834750e-04 1.707712e+18 1.310717e+20
3.336000e-03 7.426750e+19 0.000000e+00 9.189124e-01 9.431972e+17 7.648156e+17 2.835600e-04 1.708013e+18 1.310717e+20
3.337000e-03 7.428976e+19 0.000000e+00 9.189348e-01 9.434800e+17 7.648342e+17 2.836450e-04 1.708314e+18 1.310717e+20
3.338000e-03 7.431202e+19 0.000000e+00 9.189571e-01 9.437627e+17 7.648528e+17 2.837300e-04 1.708615e+18 1.310717e+20
3.339000e-03 7.433428e+19 0.000000e+00 9.189794e-01 9.440454e+17 7.648714e+17 2.838150e-04 1.708917e+18 1.310717e+20
3.340000e-03 7.435655e+19 0.000000e+00 9.190017e-01 9.443281e+17 7.648899e+17 2.839000e-04 1.709218e+18 1.310717e+20
3.341000e-03 7.437881e+19 0.000000e+00 9.190240e-01 9.446109e+17 7.649085e+17 2.839850e-04 1.709519e+18 1.310717e+20
3.342000e-03 7.440107e+19 0.000000e+00 9.190462e-01 9.448936e+17 7.649270e+17 2.840700e-04 1.709821e+18 1.310717e+20
3.343000e-03 7.442333e+19 0.000000e+00 9.190685e-01 9.451763e+17 7.649455e+17 2.841550e-04 1.710122e+18 1.310717e+20
3.344000e-03 7.444560e+19 0.000000e+00 9.190907e-01 9.454591e+17 7.649640e+17 2.842400e-04 1.710423e+18 1.310717e+20
3.345000e-03 7.446786e+19 0.000000e+00 9.191130e-01 9.457418e+17 7.649825e+17 2.843250e-04 1.710724e+18 1.310717e+20
3.346000e-03 7.449012e+19 0.000000e+00 9.191352e-01 9.460245e+17 7.650010e+17 2.844100e-04 1.711026e+18 1.310717e+20
3.347000e-03 7.451238e+19 0.000000e+00 9.191574e-01 9.463073e+17 7.650195e+17 2.844950e-04 1.711327e+18 1.310717e+20
3.348000e-03 7.453465e+19 0.000000e+00 9.191796e-01 9.465900e+17 7.650380e+17 2.845800e-04 1.711628e+18 1.310717e+20
3.349000e-03 7.455691e+19 0.000000e+00 9.192018e-01 9.468727e+17 7.650565e+17 2.846650e-04 1.711929e+18 1.310717e+20
3.350000e-03 7.457917e+19 0.000000e+00 9.192239e-01 9.471555e+17 7.650749e+17 2.847500e-04 1.712230e+18 1.310717e+20
3.351000e-03 7.460143e+19 0.000000e+00 9.192461e-01 9.474382e+17 7.650934e+17 2.848350e-04 1.712532e+18 1.310717e+20
3.352000e-03 7.462370e+19 0.000000e+00 9.192682e-01 9.477209e+17 7.651118e+17 2.849200e-04 1.712833e+18 1.310717e+20
3.353000e-03 7.464596e+19 0.000000e+00 9.192904e-01 9.480037e+17 7.651302e+17 2.850050e-04 1.713134e+18 1.310717e+20
3.354000e-03 7.466822e+19 0.000000e+00 9.193125e-01 9.482864e+17 7.651486e+17 2.850900e-04 1.713435e+18 1.310717e+20
3.355000e-03 7.469048e+19 0.000000e+00 9.193346e-01 9.485691e+17 7.651670e+17 2.851750e-04 1.713736e+18 1.310717e+20
3.356000e-03 7.471275e+19 0.000000e+00 9.193567e-01 9.488519e+17 7.651854e+17 2.852600e-04 1.714037e+18 1.310717e+20
3.357000e-03 7.473501e+19 0.000000e+00 9.193788e-01 9.491346e+17 7.652038e+17 2.853450e-04 1.714338e+18 1.310717e+20
3.358000e-03 7.475727e+19 0.000000e+00 9.194009e-01 9.494173e+17 7.652222e+17 2.854300e-04 1.714640e+18 1.310717e+20
3.359000e-03 7.477953e+19 0.000000e+00 9.194229e-01 9.497001e+17 7.652405e+17 2.855150e-04 1.714941e+18 1.310717e+20
3.360000e-03 7.480180e+19 0.000000e+00 9.194450e-01 9.499828e+17 7.652589e+17 2.856000e-04 1.715242e+18 1.310717e+20
3.361000e-03 7.482406e+19 0.000000e+00 9.194670e-01 9.502655e+17 7.652772e+17 2.856850e-04 1.715543e+18 1.310717e+20
3.362000e-03 7.484632e+19 0.000000e+00 9.194890e-01 9.505483e+17 7.652956e+17 2.857700e-04 1.715844e+18 1.310717e+20
3.363000e-03 7.486858e+19 0.000000e+00 9.195111e-01 9.508310e+17 7.653139e+17 2.858550e-04 1.716145e+18 1.310717e+20
3.364000e-03 7.489085e+19 0.000000e+00 9.195331e-01 9.511137e+17 7.653322e+17 2.859400e-04 1.716446e+18 1.310717e+20
3.365000e-03 7.491311e+19 0.000000e+00 9.195550e-01 9.513965e+17 7.653505e+17 2.860250e-04 1.716747e+18 1.310717e+20
3.366000e-03 7.493537e+19 0.000000e+00 9.195770e-01 9.516792e+17 7.653688e+17 2.861100e-04 1.717048e+18 1.310717e+20
3.367000e-03 7.495763e+19 0.000000e+00 9.195990e-01 9.519619e+17 7.653871e+17 2.861950e-04 1.717349e+18 1.310717e+20
3.368000e-03 7.497990e+19 0.000000e+00 9.196209e-01 9.522447e+17 7.654053e+17 2.862800e-04 1.717650e+18 1.310717e+20
3.369000e-03 7.500216e+19 0.000000e+00 9.196429e-01 9.525274e+17 7.654236e+17 2.863650e-04 1.717951e+18 1.310717e+20
3.370000e-03 7.502442e+19 0.000000e+00 9.196648e-01 9.528101e+17 7.654419e+17 2.864500e-04 1.718252e+18 1.310717e+20
3.371000e-03 7.504668e+19 0.000000e+00 9.196867e-01 9.530929e+17 7.654601e+17 2.865350e-04 1.718553e+18 1.310717e+20
3.372000e-03 7.506895e+19 0.000000e+00 9.197086e-01 9.533756e+17 7.654783e+17 2.866200e-04 1.718854e+18 1.310717e+20
3.373000e-03 7.509121e+19 0.000000e+00 9.197305e-01 9.536583e+17 7.654965e+17 2.867050e-04 1.719155e+18 1.310717e+20
3.374000e-03 7.511347e+19 0.000000e+00 9.197524e-01 9.539411e+17 7.655148e+17 2.867900e-04 1.719456e+18 1.310717e+20
3.375000e-03 7.513573e+19 0.000000e+00 9.197743e-01 9.542238e+17 7.655330e+17 2.868750e-04 1.719757e+18 1.310717e+20
3.376000e-03 7.515799e+19 0.000000e+00 9.197961e-01 9.545065e+17 7.655512e+17 2.869600e-04 1.720058e+18 1.310717e+20
3.377000e-03 7.518026e+19 0.000000e+00 9.198180e-01 9.547893e+17 7.655693e+17 2.870450e-04 1.720359e+18 1.310717e+20
3.378000e-03 7.520252e+19 0.000000e+00 9.198398e-01 9.550720e+17 7.655875e+17 2.871300e-04 1.720660e+18 1.310717e+20
3.379000e-03 7.522478e+19 0.000000e+00 9.198616e-01 9.553547e+17 7.656057e+17 2.872150e-04 1.720960e+18 1.310717e+20
3.380000e-03 7.524704e+19 0.000000e+00 9.198834e-01 9.556375e+17 7.656238e+17 2.873000e-04 1.721261e+18 1.310717e+20
3.381000e-03 7.526931e+19 0.000000e+00 9.199052e-01 9.559202e+17 7.656420e+17 2.873850e-04 1.721562e+18 1.310717e+20
3.382000e-03 7.529157e+19 0.000000e+00 9.199270e-01 9.562029e+17 7.656601e+17 2.874700e-04 1.721863e+18 1.310717e+20
3.383000e-03 7.531383e+19 0.000000e+00 9.199488e-01 9.564857e+17 7.656782e+17 2.875550e-04 1.722164e+18 1.310717e+20
3.384000e-03 7.533609e+19 0.000000e+00 9.199706e-01 9.567684e+17 7.656963e+17 2.876400e-04 1.722465e+18 1.310717e+20
3.385000e-03 7.535836e+19 0.000000e+00 9.199923e-01 9.570511e+17 7.657144e+17 2.877250e-04 1.722766e+18 1.310717e+20
3.386000e-03 7.538062e+19 0.000000e+00 9.200141e-01 9.573339e+17 7.657325e+17 2.878100e-04 1.723066e+18 1.310717e+20
3.387000e-03 7.540288e+19 0.000000e+00 9.200358e-01 9.576166e+17 7.657506e+17 2.878950e-04 1.723367e+18 1.310717e+20
3.388000e-03 7.542514e+19 0.000000e+00 9.200575e-01 9.578993e+17 7.657687e+17 2.879800e-04 1.723668e+18 1.310717e+20
3.389000e-03 7.544741e+19 0.000000e+00 9.200792e-01 9.581821e+17 7.657868e+17 2.880650e-04 1.723969e+18 1.310717e+20
3.390000e-03 7.546967e+19 0.000000e+00 9.201009e-01 9.584648e+17 7.658048e+17 2.881500e-04 1.724270e+18 1.310717e+20
3.391000e-03 7.549193e+19 0.000000e+00 9.201226e-01 9.587475e+17 7.658229e+17 2.882350e-04 1.724570e+18 1.310717e+20
3.392000e-03 7.551419e+19 0.000000e+00 9.201442e-01 9.590303e+17 7.658409e+17 2.883200e-04 1.724871e+18 1.310717e+20
3.393000e-03 7.553646e+19 0.000000e+00 9.201659e-01 9.593130e+17 7.658589e+17 2.884050e-04 1.725172e+18 1.310717e+20
3.394000e-03 7.555872e+19 0.000000e+00 9.201875e-01 9.595957e+17 7.658769e+17 2.884900e-04 1.725473e+18 1.310717e+20
3.395000e-03 7.558098e+19 0.000000e+00 9.202092e-01 9.598785e+17 7.658949e+17 2.885750e-04 1.725773e+18 1.310717e+20
3.396000e-03 7.560324e+19 0.000000e+00 9.202308e-01 9.601612e+17 7.659129e+17 2.886600e-04 1.726074e+18 1.310717e+20
3.397000e-03 7.562551e+19 0.000000e+00 9.202524e-01 9.604439e+17 7.659309e+17 2.887450e-04 1.726375e+18 1.310717e+20
3.398000e-03 7.564777e+19 0.000000e+00 9.202740e-01 9.607267e+17 7.659489e+17 2.888300e-04 1.726676e+18 1.310717e+20
3.399000e-03 7.567003e+19 0.000000e+00 9.202956e-01 9.610094e+17 7.659669e+17 2.889150e-04 1.726976e+18 1.310717e+20
3.400000e-03 7.569229e+19 0.000000e+00 9.203172e-01 9.612921e+17 7.659848e+17 2.890000e-04 1.727277e+18 1.310717e+20
3.401000e-03 7.571456e+19 0.000000e+00 9.203387e-01 9.615749e+17 7.660028e+17 2.890850e-04 1.727578e+18 1.310717e+20
3.402000e-03 7.573682e+19 0.000000e+00 9.203603e-01 9.618576e+17 7.660207e+17 2.891700e-04 1.727878e+18 1.310717e+20
3.403000e-03 7.575908e+19 0.000000e+00 9.203818e-01 9.621403e+17 7.660386e+17 2.892550e-04 1.728179e+18 1.310717e+20
3.404000e-03 7.578134e+19 0.000000e+00 9.204033e-01 9.624231e+17 7.660565e+17 2.893400e-04 1.728480e+18 1.310717e+20
3.405000e-03 7.580361e+19 0.000000e+00 9.204249e-01 9.627058e+17 7.660744e+17 2.894250e-04 1.728780e+18 1.310717e+20
3.406000e-03 7.582587e+19 0.000000e+00 9.204464e-01 9.629885e+17 7.660923e+17 2.895100e-04 1.729081e+18 1.310717e+20
3.407000e-03 7.584813e+19 0.000000e+00 9.204679e-01 9.632713e+17 7.661102e+17 2.895950e-04 1.729381e+18 1.310717e+20
3.408000e-03 7.587039e+19 0.000000e+00 9.204893e-01 9.635540e+17 7.661281e+17 2.896800e-04 1.729682e+18 1.310717e+20
3.409000e-03 7.589266e+19 0.000000e+00 9.205108e-01 9.638367e+17 7.661460e+17 2.897650e-04 1.729983e+18 1.310717e+20
3.410000e-03 7.591492e+19 0.000000e+00 9.205323e-01 9.641195e+17 7.661638e+17 2.898500e-04 1.730283e+18 1.310717e+20
3.411000e-03 7.593718e+19 0.000000e+00 9.205537e-01 9.644022e+17 7.661817e+17 2.899350e-04 1.730584e+18 1.310717e+20
3.412000e-03 7.595944e+19 0.000000e+00 9.205752e-01 9.646849e+17 7.661995e+17 2.900200e-04 1.730884e+18 1.310717e+20
3.413000e-03 7.598171e+19 0.000000e+00 9.205966e-01 9.649677e+17 7.662174e+17 2.901050e-04 1.731185e+18 1.310717e+20
3.414000e-03 7.600397e+19 0.000000e+00 9.206180e-01 9.652504e+17 7.662352e+17 2.901900e-04 1.731486e+18 1.310717e+20
3.415000e-03 7.602623e+19 0.000000e+00 9.206394e-01 9.655331e+17 7.662530e+17 2.902750e-04 1.731786e+18 1.310717e+20
3.416000e-03 7.604849e+19 0.000000e+00 9.206608e-01 9.658159e+17 7.662708e+17 2.903600e-04 1.732087e+18 1.310717e+20
3.417000e-03 7.607076e+19 0.000000e+00 9.206822e-01 9.660986e+17 7.662886e+17 2.904450e-04 1.732387e+18 1.310717e+20
3.418000e-03 7.609302e+19 0.000000e+00 9.207035e-01 9.663813e+17 7.663064e+17 2.905300e-04 1.732688e+18 1.310717e+20
3.419000e-03 7.611528e+19 0.000000e+00 9.207249e-01 9.666641e+17 7.663241e+17 2.906150e-04 1.732988e+18 1.310717e+20
3.420000e-03 7.613754e+19 0.000000e+00 9.207462e-01 9.669468e+17 7.663419e+17 2.907000e-04 1.733289e+18 1.310717e+20
3.421000e-03 7.615980e+19 0.000000e+00 9.207675e-01 9.672295e+17 7.663597e+17 2.907850e-04 1.733589e+18 1.310717e+20
3.422000e-03 7.618207e+19 0.000000e+00 9.207889e-01 9.675123e+17 7.663774e+17 2.908700e-04 1.733890e+18 1.310717e+20
3.423000e-03 7.620433e+19 0.000000e+00 9.208102e-01 9.677950e+17 7.663951e+17 2.909550e-04 1.734190e+18 1.310717e+20
3.424000e-03 7.622659e+19 0.000000e+00 9.208315e-01 9.680777e+17 7.664129e+17 2.910400e-04 1.734491e+18 1.310717e+20
3.425000e-03 7.624885e+19 0.000000e+00 9.208528e-01 9.683605e+17 7.664306e+17 2.911250e-04 1.734791e+18 1.310717e+20
3.426000e-03 7.627112e+19 0.000000e+00 9.208740e-01 9.686432e+17 7.664483e+17 2.912100e-04 1.735091e+18 1.310717e+20
3.427000e-03 7.629338e+19 0.000000e+00 9.208953e-01 9.689259e+17 7.664660e+17 2.912950e-04 1.735392e+18 1.310717e+20
3.428000e-03 7.631564e+19 0.000000e+00 9.209165e-01 9.692087e+17 7.664837e+17 2.913800e-04 1.735692e+18 1.310717e+20
3.429000e-03 7.633790e+19 0.000000e+00 9.209378e-01 9.694914e+17 7.665014e+17 2.914650e-04 1.735993e+18 1.310717e+20
3.430000e-03 7.636017e+19 0.000000e+00 9.209590e-01 9.697741e+17 7.665190e+17 2.915500e-04 1.736293e+18 1.310717e+20
3.431000e-03 7.638243e+19 0.000000e+00 9.209802e-01 9.700569e+17 7.665367e+17 2.916350e-04 1.736594e+18 1.310717e+20
3.432000e-03 7.640469e+19 0.000000e+00 9.210014e-01 9.703396e+17 7.665543e+17 2.917200e-04 1.736894e+18 1.310717e+20
3.433000e-03 7.642695e+19 0.000000e+00 9.210226e-01 9.706223e+17 7.665720e+17 2.918050e-04 1.737194e+18 1.310717e+20
3.434000e-03 7.644922e+19 0.000000e+00 9.210438e-01 9.709050e+17 7.665896e+17 2.918900e-04 1.737495e+18 1.310717e+20
3.435000e-03 7.647148e+19 0.000000e+00 9.210650e-01 9.711878e+17 7.666072e+17 2.919750e-04 1.737795e+18 1.310717e+20
3.436000e-03 7.649374e+19 0.000000e+00 9.210861e-01 9.714705e+17 7.666248e+17 2.920600e-04 1.738095e+18 1.310717e+20
3.437000e-03 7.651600e+19 0.000000e+00 9.211073e-01 9.717532e+17 7.666424e+17 2.921450e-04 1.738396e+18 1.310717e+20
3.438000e-03 7.653827e+19 0.000000e+00 9.211284e-01 9.720360e+17 7.666600e+17 2.922300e-04 1.738696e+18 1.310717e+20
3.439000e-03 7.656053e+19 0.000000e+00 9.211496e-01 9.723187e+17 7.666776e+17 2.923150e-04 1.738996e+18 1.310717e+20
3.440000e-03 7.658279e+19 0.000000e+00 9.211707e-01 9.726014e+17 7.666952e+17 2.924000e-04 1.739297e+18 1.310717e+20
3.441000e-03 7.660505e+19 0.000000e+00 9.211918e-01 9.728842e+17 7.667128e+17 2.924850e-04 1.739597e+18 1.310717e+20
3.442000e-03 7.662732e+19 0.000000e+00 9.212129e-01 9.731669e+17 7.667303e+17 2.925700e-04 1.739897e+18 1.310717e+20
3.443000e-03 7.664958e+19 0.000000e+00 9.212339e-01 9.734496e+17 7.667479e+17 2.926550e-04 1.740197e+18 1.310717e+20
3.444000e-03 7.667184e+19 0.000000e+00 9.212550e-01 9.737324e+17 7.667654e+17 2.927400e-04 1.740498e+18 1.310717e+20
3.445000e-03 7.669410e+19 0.000000e+00 9.212761e-01 9.740151e+17 7.667829e+17 2.928250e-04 1.740798e+18 1.310717e+20
3.446000e-03 7.671637e+19 0.000000e+00 9.212971e-01 9.742978e+17 7.668004e+17 2.929100e-04 1.741098e+18 1.310717e+20
3.447000e-03 7.673863e+19 0.000000e+00 9.213182e-01 9.745806e+17 7.668179e+17 2.929950e-04 1.741399e+18 1.310717e+20
3.448000e-03 7.676089e+19 0.000000e+00 9.213392e-01 9.748633e+17 7.668354e+17 2.930800e-04 1.741699e+18 1.310717e+20
3.449000e-03 7.678315e+19 0.000000e+00 9.213602e-01 9.751460e+17 7.668529e+17 2.931650e-04 1.741999e+18 1.310717e+20
3.450000e-03 7.680542e+19 0.000000e+00 9.213812e-01 9.754288e+17 7.668704e+17 2.932500e-04 1.742299e+18 1.310717e+20
3.451000e-03 7.682768e+19 0.000000e+00 9.214022e-01 9.757115e+17 7.668879e+17 2.933350e-04 1.742599e+18 1.310717e+20
3.452000e-03 7.684994e+19 0.000000e+00 9.214232e-01 9.759942e+17 7.669053e+17 2.934200e-04 1.742900e+18 1.310717e+20
3.453000e-03 7.687220e+19 0.000000e+00 9.214441e-01 9.762770e+17 7.669228e+17 2.935050e-04 1.743200e+18 1.310717e+20
3.454000e-03 7.689447e+19 0.000000e+00 9.214651e-01 9.765597e+17 7.669402e+17 2.935900e-04 1.743500e+18 1.310717e+20
3.455000e-03 7.691673e+19 0.000000e+00 9.214860e-01 9.768424e+17 7.669577e+17 2.936750e-04 1.743800e+18 1.310717e+20
3.456000e-03 7.693899e+19 0.000000e+00 9.215070e-01 9.771252e+17 7.669751e+17 2.937600e-04 1.744100e+18 1.310717e+20
3.457000e-03 7.696125e+19 0.000000e+00 9.215279e-01 9.774079e+17 7.669925e+17 2.938450e-04 1.744400e+18 1.310717e+20
3.458000e-03 7.698352e+19 0.000000e+00 9.215488e-01 9.776906e+17 7.670099e+17 2.939300e-04 1.744701e+18 1.310717e+20
3.459000e-03 7.700578e+19 0.000000e+00 9.215697e-01 9.779734e+17 7.670273e+17 2.940150e-04 1.745001e+18 1.310717e+20
3.460000e-03 7.702804e+19 0.000000e+00 9.215906e-01 9.782561e+17 7.670447e+17 2.941000e-04 1.745301e+18 1.310717e+20
3.461000e-03 7.705030e+19 0.000000e+00 9.216115e-01 9.785388e+17 7.670621e+17 2.941850e-04 1.745601e+18 1.310717e+20
3.462000e-03 7.707256e+19 0.000000e+00 9.216324e-01 9.788216e+17 7.670794e+17 2.942700e-04 1.745901e+18 1.310717e+20
3.463000e-03 7.709483e+19 0.000000e+00 9.216532e-01 9.791043e+17 7.670968e+17 2.943550e-04 1.746201e+18 1.310717e+20
3.464000e-03 7.711709e+19 0.000000e+00 9.216741e-01 9.793870e+17 7.671142e+17 2.944400e-04 1.746501e+18 1.310717e+20
3.465000e-03 7.713935e+19 0.000000e+00 9.216949e-01 9.796698e+17 7.671315e+17 2.945250e-04 1.746801e+18 1.310717e+20
3.466000e-03 7.716161e+19 0.000000e+00 9.217157e-01 9.799525e+17 7.671488e+17 2.946100e-04 1.747101e+18 1.310717e+20
3.467000e-03 7.718388e+19 0.000000e+00 9.217365e-01 9.802352e+17 7.671662e+17 2.946950e-04 1.747401e+18 1.310717e+20
3.468000e-03 7.720614e+19 0.000000e+00 9.217573e-01 9.805180e+17 7.671835e+17 2.947800e-04 1.747701e+18 1.310717e+20
3.469000e-03 7.722840e+19 0.000000e+00 9.217781e-01 9.808007e+17 7.672008e+17 2.948650e-04 1.748001e+18 1.310717e+20
3.470000e-03 7.725066e+19 0.000000e+00 9.217989e-01 9.810834e+17 7.672181e+17 2.949500e-04 1.748302e+18 1.310717e+20
3.471000e-03 7.727293e+19 0.000000e+00 9.218197e-01 9.813662e+17 7.672354e+17 2.950350e-04 1.748602e+18 1.310717e+20
3.472000e-03 7.729519e+19 0.000000e+00 9.218404e-01 9.816489e+17 7.672526e+17 2.951200e-04 1.748902e+18 1.310717e+20
3.473000e-03 7.731745e+19 0.000000e+00 9.218612e-01 9.819316e+17 7.672699e+17 2.952050e-04 1.749202e+18 1.310717e+20
3.474000e-03 7.733971e+19 0.000000e+00 9.218819e-01 9.822144e+17 7.672872e+17 2.952900e-04 1.749502e+18 1.310717e+20
3.475000e-03 7.736198e+19 0.000000e+00 9.219026e-01 9.824971e+17 7.673044e+17 2.953750e-04 1.749802e+18 1.310717e+20
3.476000e-03 7.738424e+19 0.000000e+00 9.219233e-01 9.827798e+17 7.673216e+17 2.954600e-04 1.750101e+18 1.310717e+20
3.477000e-03 7.740650e+19 0.000000e+00 9.219440e-01 9.830626e+17 7.673389e+17 2.955450e-04 1.750401e+18 1.310717e+20
3.478000e-03 7.742876e+19 0.000000e+00 9.219647e-01 9.833453e+17 7.673561e+17 2.956300e-04 1.750701e+18 1.310717e+20
3.479000e-03 7.745103e+19 0.000000e+00 9.219854e-01 9.836280e+17 7.673733e+17 2.957150e-04 1.751001e+18 1.310717e+20
3.480000e-03 7.747329e+19 0.000000e+00 9.220061e-01 9.839108e+17 7.673905e+17 2.958000e-04 1.751301e+18 1.310717e+20
3.481000e-03 7.749555e+19 0.000000e+00 9.220267e-01 9.841935e+17 7.674077e+17 2.958850e-04 1.751601e+18 1.310717e+20
3.482000e-03 7.751781e+19 0.000000e+00 9.220474e-01 9.844762e+17 7.674249e+17 2.959700e-04 1.751901e+18 1.310717e+20
3.483000e-03 7.754008e+19 0.000000e+00 9.220680e-01 9.847590e+17 7.674421e+17 2.960550e-04 1.752201e+18 1.310717e+20
3.484000e-03 7.756234e+19 0.000000e+00 9.220887e-01 9.850417e+17 7.674592e+17 2.961400e-04 1.752501e+18 1.310717e+20
3.485000e-03 7.758460e+19 0.000000e+00 9.221093e-01 9.853244e+17 7.674764e+17 2.962250e-04 1.752801e+18 1.310717e+20
3.486000e-03 7.760686e+19 0.000000e+00 9.221299e-01 9.856072e+17 7.674935e+17 2.963100e-04 1.753101e+18 1.310717e+20
3.487000e-03 7.762913e+19 0.000000e+00 9.221505e-01 9.858899e+17 7.675107e+17 2.963950e-04 1.753401e+18 1.310717e+20
3.488000e-03 7.765139e+19 0.000000e+00 9.221710e-01 9.861726e+17 7.675278e+17 2.964800e-04 1.753700e+18 1.310717e+20
3.489000e-03 7.767365e+19 0.000000e+00 9.221916e-01 9.864554e+17 7.675449e+17 2.965650e-04 1.754000e+18 1.310717e+20
3.490000e-03 7.769591e+19 0.000000e+00 9.222122e-01 9.867381e+17 7.675620e+17 2.966500e-04 1.754300e+18 1.310717e+20
3.491000e-03 7.771818e+19 0.000000e+00 9.222327e-01 9.870208e+17 7.675791e+17 2.967350e-04 1.754600e+18 1.310717e+20
3.492000e-03 7.774044e+19 0.000000e+00 9.222533e-01 9.873036e+17 7.675962e+17 2.968200e-04 1.754900e+18 1.310717e+20
3.493000e-03 7.776270e+19 0.000000e+00 9.222738e-01 9.875863e+17 7.676133e+17 2.969050e-04 1.755200e+18 1.310717e+20
3.494000e-03 7.778496e+19 0.000000e+00 9.222943e-01 9.878690e+17 7.676304e+17 2.969900e-04 1.755499e+18 1.310717e+20
3.495000e-03 7.780723e+19 0.000000e+00 9.223148e-01 9.881518e+17 7.676475e+17 2.970750e-04 1.755799e+18 1.310717e+20
3.496000e-03 7.782949e+19 0.000000e+00 9.223353e-01 9.884345e+17 7.676645e+17 2.971600e-04 1.756099e+18 1.310717e+20
3.497000e-03 7.785175e+19 0.000000e+00 9.223558e-01 9.887172e+17 7.676816e+17 2.972450e-04 1.756399e+18 1.310717e+20
3.498000e-03 7.787401e+19 0.000000e+00 9.223763e-01 9.890000e+17 7.676986e+17 2.973300e-04 1.756699e+18 1.310717e+20
3.499000e-03 7.789628e+19 0.000000e+00 9.223967e-01 9.892827e+17 7.677156e+17 2.974150e-04 1.756998e+18 1.310717e+20
3.500000e-03 7.791854e+19 0.000000e+00 9.224172e-01 9.895654e+17 7.677327e+17 2.975000e-04 1.757298e+18 1.310717e+20
3.501000e-03 7.794080e+19 0.000000e+00 9.224376e-01 9.898482e+17 7.677497e+17 2.975850e-04 1.757598e+18 1.310717e+20
