[p_N]=Pa F theta_1 theta_2 [q_t]=J/s [q_c]=J/s [q_p]=J/s [q_0]=J/s Y
9.569000e-03 2.130293e+20 0.000000e+00 9.701544e-01 2.705472e+18 8.074646e+17 8.133650e-04 3.512936e+18 1.310717e+20
9.570000e-03 2.130515e+20 0.000000e+00 9.701574e-01 2.705755e+18 8.074671e+17 8.134500e-04 3.513222e+18 1.310717e+20
9.571000e-03 2.130738e+20 0.000000e+00 9.701604e-01 2.706037e+18 8.074696e+17 8.135350e-04 3.513507e+18 1.310717e+20
9.572000e-03 2.130961e+20 0.000000e+00 9.701635e-01 2.706320e+18 8.074721e+17 8.136200e-04 3.513792e+18 1.310717e+20
9.573000e-03 2.131183e+20 0.000000e+00 9.701665e-01 2.706603e+18 8.074747e+17 8.137050e-04 3.514077e+18 1.310717e+20
9.574000e-03 2.131406e+20 0.000000e+00 9.701695e-01 2.706886e+18 8.074772e+17 8.137900e-04 3.514363e+18 1.310717e+20
9.575000e-03 2.131629e+20 0.000000e+00 9.701725e-01 2.707168e+18 8.074797e+17 8.138750e-04 3.514648e+18 1.310717e+20
9.576000e-03 2.131851e+20 0.000000e+00 9.701756e-01 2.707451e+18 8.074822e+17 8.139600e-04 3.514933e+18 1.310717e+20
9.577000e-03 2.132074e+20 0.000000e+00 9.701786e-01 2.707734e+18 8.074847e+17 8.140450e-04 3.515218e+18 1.310717e+20
9.578000e-03 2.132296e+20 0.000000e+00 9.701816e-01 2.708016e+18 8.074872e+17 8.141300e-04 3.515504e+18 1.310717e+20
9.579000e-03 2.132519e+20 0.000000e+00 9.701846e-01 2.708299e+18 8.074898e+17 8.142150e-04 3.515789e+18 1.310717e+20
9.580000e-03 2.132742e+20 0.000000e+00 9.701876e-01 2.708582e+18 8.074923e+17 8.143000e-04 3.516074e+18 1.310717e+20
9.581000e-03 2.132964e+20 0.000000e+00 9.701907e-01 2.708865e+18 8.074948e+17 8.143850e-04 3.516359e+18 1.310717e+20
9.582000e-03 2.133187e+20 0.000000e+00 9.701937e-01 2.709147e+18 8.074973e+17 8.144700e-04 3.516645e+18 1.310717e+20
9.583000e-03 2.133410e+20 0.000000e+00 9.701967e-01 2.709430e+18 8.074998e+17 8.145550e-04 3.516930e+18 1.310717e+20
9.584000e-03 2.133632e+20 0.000000e+00 9.701997e-01 2.709713e+18 8.075023e+17 8.146400e-04 3.517215e+18 1.310717e+20
9.585000e-03 2.133855e+20 0.000000e+00 9.702027e-01 2.709996e+18 8.075048e+17 8.147250e-04 3.517500e+18 1.310717e+20
9.586000e-03 2.134077e+20 0.000000e+00 9.702057e-01 2.710278e+18 8.075073e+17 8.148100e-04 3.517786e+18 1.310717e+20
9.587000e-03 2.134300e+20 0.000000e+00 9.702088e-01 2.710561e+18 8.075098e+17 8.148950e-04 3.518071e+18 1.310717e+20
9.588000e-03 2.134523e+20 0.000000e+00 9.702118e-01 2.710844e+18 8.075124e+17 8.149800e-04 3.518356e+18 1.310717e+20
9.589000e-03 2.134745e+20 0.000000e+00 9.702148e-01 2.711127e+18 8.075149e+17 8.150650e-04 3.518641e+18 1.310717e+20
9.590000e-03 2.134968e+20 0.000000e+00 9.702178e-01 2.711409e+18 8.075174e+17 8.151500e-04 3.518927e+18 1.310717e+20
9.591000e-03 2.135191e+20 0.000000e+00 9.702208e-01 2.711692e+18 8.075199e+17 8.152350e-04 3.519212e+18 1.310717e+20
9.592000e-03 2.135413e+20 0.000000e+00 9.702238e-01 2.711975e+18 8.075224e+17 8.153200e-04 3.519497e+18 1.310717e+20
9.593000e-03 2.135636e+20 0.000000e+00 9.702268e-01 2.712257e+18 8.075249e+17 8.154050e-04 3.519782e+18 1.310717e+20
9.594000e-03 2.135858e+20 0.000000e+00 9.702298e-01 2.712540e+18 8.075274e+17 8.154900e-04 3.520068e+18 1.310717e+20
9.595000e-03 2.136081e+20 0.000000e+00 9.702329e-01 2.712823e+18 8.075299e+17 8.155750e-04 3.520353e+18 1.310717e+20
9.596000e-03 2.136304e+20 0.000000e+00 9.702359e-01 2.713106e+18 8.075324e+17 8.156600e-04 3.520638e+18 1.310717e+20
9.597000e-03 2.136526e+20 0.000000e+00 9.702389e-01 2.713388e+18 8.075349e+17 8.157450e-04 3.520923e+18 1.310717e+20
9.598000e-03 2.136749e+20 0.000000e+00 9.702419e-01 2.713671e+18 8.075374e+17 8.158300e-04 3.521209e+18 1.310717e+20
9.599000e-03 2.136972e+20 0.000000e+00 9.702449e-01 2.713954e+18 8.075399e+17 8.159150e-04 3.521494e+18 1.310717e+20
9.600000e-03 2.137194e+20 0.000000e+00 9.702479e-01 2.714237e+18 8.075424e+17 8.160000e-04 3.521779e+18 1.310717e+20
9.601000e-03 2.137417e+20 0.000000e+00 9.702509e-01 2.714519e+18 8.075449e+17 8.160850e-04 3.522064e+18 1.310717e+20
9.602000e-03 2.137639e+20 0.000000e+00 9.702539e-01 2.714802e+18 8.075474e+17 8.161700e-04 3.522349e+18 1.310717e+20
9.603000e-03 2.137862e+20 0.000000e+00 9.702569e-01 2.715085e+18 8.075499e+17 8.162550e-04 3.522635e+18 1.310717e+20
9.604000e-03 2.138085e+20 0.000000e+00 9.702599e-01 2.715368e+18 8.075524e+17 8.163400e-04 3.522920e+18 1.310717e+20
9.605000e-03 2.138307e+20 0.000000e+00 9.702629e-01 2.715650e+18 8.075549e+17 8.164250e-04 3.523205e+18 1.310717e+20
9.606000e-03 2.138530e+20 0.000000e+00 9.702659e-01 2.715933e+18 8.075574e+17 8.165100e-04 3.523490e+18 1.310717e+20
9.607000e-03 2.138753e+20 0.000000e+00 9.702689e-01 2.716216e+18 8.075599e+17 8.165950e-04 3.523776e+18 1.310717e+20
9.608000e-03 2.138975e+20 0.000000e+00 9.702719e-01 2.716498e+18 8.075624e+17 8.166800e-04 3.524061e+18 1.310717e+20
9.609000e-03 2.139198e+20 0.000000e+00 9.702749e-01 2.716781e+18 8.075649e+17 8.167650e-04 3.524346e+18 1.310717e+20
9.610000e-03 2.139420e+20 0.000000e+00 9.702779e-01 2.717064e+18 8.075674e+17 8.168500e-04 3.524631e+18 1.310717e+20
9.611000e-03 2.139643e+20 0.000000e+00 9.702809e-01 2.717347e+18 8.075699e+17 8.169350e-04 3.524917e+18 1.310717e+20
9.612000e-03 2.139866e+20 0.000000e+00 9.702839e-01 2.717629e+18 8.075724e+17 8.170200e-04 3.525202e+18 1.310717e+20
9.613000e-03 2.140088e+20 0.000000e+00 9.702869e-01 2.717912e+18 8.075749e+17 8.171050e-04 3.525487e+18 1.310717e+20
9.614000e-03 2.140311e+20 0.000000e+00 9.702899e-01 2.718195e+18 8.075774e+17 8.171900e-04 3.525772e+18 1.310717e+20
9.615000e-03 2.140534e+20 0.000000e+00 9.702929e-01 2.718478e+18 8.075799e+17 8.172750e-04 3.526057e+18 1.310717e+20
9.616000e-03 2.140756e+20 0.000000e+00 9.702959e-01 2.718760e+18 8.075824e+17 8.173600e-04 3.526343e+18 1.310717e+20
9.617000e-03 2.140979e+20 0.000000e+00 9.702989e-01 2.719043e+18 8.075849e+17 8.174450e-04 3.526628e+18 1.310717e+20
9.618000e-03 2.141201e+20 0.000000e+00 9.703019e-01 2.719326e+18 8.075874e+17 8.175300e-04 3.526913e+18 1.310717e+20
9.619000e-03 2.141424e+20 0.000000e+00 9.703049e-01 2.719609e+18 8.075899e+17 8.176150e-04 3.527198e+18 1.310717e+20
9.620000e-03 2.141647e+20 0.000000e+00 9.703079e-01 2.719891e+18 8.075924e+17 8.177000e-04 3.527484e+18 1.310717e+20
9.621000e-03 2.141869e+20 0.000000e+00 9.703109e-01 2.720174e+18 8.075949e+17 8.177850e-04 3.527769e+18 1.310717e+20
9.622000e-03 2.142092e+20 0.000000e+00 9.703139e-01 2.720457e+18 8.075974e+17 8.178700e-04 3.528054e+18 1.310717e+20
9.623000e-03 2.142315e+20 0.000000e+00 9.703169e-01 2.720739e+18 8.075999e+17 8.179550e-04 3.528339e+18 1.310717e+20
9.624000e-03 2.142537e+20 0.000000e+00 9.703199e-01 2.721022e+18 8.076023e+17 8.180400e-04 3.528625e+18 1.310717e+20
9.625000e-03 2.142760e+20 0.000000e+00 9.703229e-01 2.721305e+18 8.076048e+17 8.181250e-04 3.528910e+18 1.310717e+20
9.626000e-03 2.142982e+20 0.000000e+00 9.703259e-01 2.721588e+18 8.076073e+17 8.182100e-04 3.529195e+18 1.310717e+20
9.627000e-03 2.143205e+20 0.000000e+00 9.703289e-01 2.721870e+18 8.076098e+17 8.182950e-04 3.529480e+18 1.310717e+20
9.628000e-03 2.143428e+20 0.000000e+00 9.703319e-01 2.722153e+18 8.076123e+17 8.183800e-04 3.529765e+18 1.310717e+20
9.629000e-03 2.143650e+20 0.000000e+00 9.703348e-01 2.722436e+18 8.076148e+17 8.184650e-04 3.530051e+18 1.310717e+20
9.630000e-03 2.143873e+20 0.000000e+00 9.703378e-01 2.722719e+18 8.076173e+17 8.185500e-04 3.530336e+18 1.310717e+20
9.631000e-03 2.144096e+20 0.000000e+00 9.703408e-01 2.723001e+18 8.076198e+17 8.186350e-04 3.530621e+18 1.310717e+20
9.632000e-03 2.144318e+20 0.000000e+00 9.703438e-01 2.723284e+18 8.076223e+17 8.187200e-04 3.530906e+18 1.310717e+20
9.633000e-03 2.144541e+20 0.000000e+00 9.703468e-01 2.723567e+18 8.076247e+17 8.188050e-04 3.531192e+18 1.310717e+20
9.634000e-03 2.144763e+20 0.000000e+00 9.703498e-01 2.723850e+18 8.076272e+17 8.188900e-04 3.531477e+18 1.310717e+20
9.635000e-03 2.144986e+20 0.000000e+00 9.703528e-01 2.724132e+18 8.076297e+17 8.189750e-04 3.531762e+18 1.310717e+20
9.636000e-03 2.145209e+20 0.000000e+00 9.703558e-01 2.724415e+18 8.076322e+17 8.190600e-04 3.532047e+18 1.310717e+20
9.637000e-03 2.145431e+20 0.000000e+00 9.703587e-01 2.724698e+18 8.076347e+17 8.191450e-04 3.532332e+18 1.310717e+20
9.638000e-03 2.145654e+20 0.000000e+00 9.703617e-01 2.724980e+18 8.076372e+17 8.192300e-04 3.532618e+18 1.310717e+20
9.639000e-03 2.145877e+20 0.000000e+00 9.703647e-01 2.725263e+18 8.076396e+17 8.193150e-04 3.532903e+18 1.310717e+20
9.640000e-03 2.146099e+20 0.000000e+00 9.703677e-01 2.725546e+18 8.076421e+17 8.194000e-04 3.533188e+18 1.310717e+20
9.641000e-03 2.146322e+20 0.000000e+00 9.703707e-01 2.725829e+18 8.076446e+17 8.194850e-04 3.533473e+18 1.310717e+20
9.642000e-03 2.146544e+20 0.000000e+00 9.703737e-01 2.726111e+18 8.076471e+17 8.195700e-04 3.533758e+18 1.310717e+20
9.643000e-03 2.146767e+20 0.000000e+00 9.703766e-01 2.726394e+18 8.076496e+17 8.196550e-04 3.534044e+18 1.310717e+20
9.644000e-03 2.146990e+20 0.000000e+00 9.703796e-01 2.726677e+18 8.076521e+17 8.197400e-04 3.534329e+18 1.310717e+20
9.645000e-03 2.147212e+20 0.000000e+00 9.703826e-01 2.726960e+18 8.076545e+17 8.198250e-04 3.534614e+18 1.310717e+20
9.646000e-03 2.147435e+20 0.000000e+00 9.703856e-01 2.727242e+18 8.076570e+17 8.199100e-04 3.534899e+18 1.310717e+20
9.647000e-03 2.147658e+20 0.000000e+00 9.703886e-01 2.727525e+18 8.076595e+17 8.199950e-04 3.535185e+18 1.310717e+20
9.648000e-03 2.147880e+20 0.000000e+00 9.703915e-01 2.727808e+18 8.076620e+17 8.200800e-04 3.535470e+18 1.310717e+20
9.649000e-03 2.148103e+20 0.000000e+00 9.703945e-01 2.728091e+18 8.076645e+17 8.201650e-04 3.535755e+18 1.310717e+20
9.650000e-03 2.148325e+20 0.000000e+00 9.703975e-01 2.728373e+18 8.076669e+17 8.202500e-04 3.536040e+18 1.310717e+20
9.651000e-03 2.148548e+20 0.000000e+00 9.704005e-01 2.728656e+18 8.076694e+17 8.203350e-04 3.536325e+18 1.310717e+20
9.652000e-03 2.148771e+20 0.000000e+00 9.704034e-01 2.728939e+18 8.076719e+17 8.204200e-04 3.536611e+18 1.310717e+20
9.653000e-03 2.148993e+20 0.000000e+00 9.704064e-01 2.729221e+18 8.076744e+17 8.205050e-04 3.536896e+18 1.310717e+20
9.654000e-03 2.149216e+20 0.000000e+00 9.704094e-01 2.729504e+18 8.076768e+17 8.205900e-04 3.537181e+18 1.310717e+20
9.655000e-03 2.149439e+20 0.000000e+00 9.704124e-01 2.729787e+18 8.076793e+17 8.206750e-04 3.537466e+18 1.310717e+20
9.656000e-03 2.149661e+20 0.000000e+00 9.704153e-01 2.730070e+18 8.076818e+17 8.207600e-04 3.537751e+18 1.310717e+20
9.657000e-03 2.149884e+20 0.000000e+00 9.704183e-01 2.730352e+18 8.076843e+17 8.208450e-04 3.538037e+18 1.310717e+20
9.658000e-03 2.150106e+20 0.000000e+00 9.704213e-01 2.730635e+18 8.076867e+17 8.209300e-04 3.538322e+18 1.310717e+20
9.659000e-03 2.150329e+20 0.000000e+00 9.704243e-01 2.730918e+18 8.076892e+17 8.210150e-04 3.538607e+18 1.310717e+20
9.660000e-03 2.150552e+20 0.000000e+00 9.704272e-01 2.731201e+18 8.076917e+17 8.211000e-04 3.538892e+18 1.310717e+20
9.661000e-03 2.150774e+20 0.000000e+00 9.704302e-01 2.731483e+18 8.076942e+17 8.211850e-04 3.539177e+18 1.310717e+20
9.662000e-03 2.150997e+20 0.000000e+00 9.704332e-01 2.731766e+18 8.076966e+17 8.212700e-04 3.539463e+18 1.310717e+20
9.663000e-03 2.151220e+20 0.000000e+00 9.704361e-01 2.732049e+18 8.076991e+17 8.213550e-04 3.539748e+18 1.310717e+20
9.664000e-03 2.151442e+20 0.000000e+00 9.704391e-01 2.732332e+18 8.077016e+17 8.214400e-04 3.540033e+18 1.310717e+20
9.665000e-03 2.151665e+20 0.000000e+00 9.704421e-01 2.732614e+18 8.077040e+17 8.215250e-04 3.540318e+18 1.310717e+20
9.666000e-03 2.151887e+20 0.000000e+00 9.704450e-01 2.732897e+18 8.077065e+17 8.216100e-04 3.540603e+18 1.310717e+20
9.667000e-03 2.152110e+20 0.000000e+00 9.704480e-01 2.733180e+18 8.077090e+17 8.216950e-04 3.540889e+18 1.310717e+20
9.668000e-03 2.152333e+20 0.000000e+00 9.704510e-01 2.733462e+18 8.077114e+17 8.217800e-04 3.541174e+18 1.310717e+20
9.669000e-03 2.152555e+20 0.000000e+00 9.704539e-01 2.733745e+18 8.077139e+17 8.218650e-04 3.541459e+18 1.310717e+20
9.670000e-03 2.152778e+20 0.000000e+00 9.704569e-01 2.734028e+18 8.077164e+17 8.219500e-04 3.541744e+18 1.310717e+20
9.671000e-03 2.153001e+20 0.000000e+00 9.704599e-01 2.734311e+18 8.077188e+17 8.220350e-04 3.542029e+18 1.310717e+20
9.672000e-03 2.153223e+20 0.000000e+00 9.704628e-01 2.734593e+18 8.077213e+17 8.221200e-04 3.542315e+18 1.310717e+20
9.673000e-03 2.153446e+20 0.000000e+00 9.704658e-01 2.734876e+18 8.077238e+17 8.222050e-04 3.542600e+18 1.310717e+20
9.674000e-03 2.153668e+20 0.000000e+00 9.704688e-01 2.735159e+18 8.077262e+17 8.222900e-04 3.542885e+18 1.310717e+20
9.675000e-03 2.153891e+20 0.000000e+00 9.704717e-01 2.735442e+18 8.077287e+17 8.223750e-04 3.543170e+18 1.310717e+20
9.676000e-03 2.154114e+20 0.000000e+00 9.704747e-01 2.735724e+18 8.077312e+17 8.224600e-04 3.543455e+18 1.310717e+20
9.677000e-03 2.154336e+20 0.000000e+00 9.704776e-01 2.736007e+18 8.077336e+17 8.225450e-04 3.543741e+18 1.310717e+20
9.678000e-03 2.154559e+20 0.000000e+00 9.704806e-01 2.736290e+18 8.077361e+17 8.226300e-04 3.544026e+18 1.310717e+20
9.679000e-03 2.154781e+20 0.000000e+00 9.704836e-01 2.736573e+18 8.077386e+17 8.227150e-04 3.544311e+18 1.310717e+20
9.680000e-03 2.155004e+20 0.000000e+00 9.704865e-01 2.736855e+18 8.077410e+17 8.228000e-04 3.544596e+18 1.310717e+20
9.681000e-03 2.155227e+20 0.000000e+00 9.704895e-01 2.737138e+18 8.077435e+17 8.228850e-04 3.544881e+18 1.310717e+20
9.682000e-03 2.155449e+20 0.000000e+00 9.704924e-01 2.737421e+18 8.077460e+17 8.229700e-04 3.545167e+18 1.310717e+20
9.683000e-03 2.155672e+20 0.000000e+00 9.704954e-01 2.737703e+18 8.077484e+17 8.230550e-04 3.545452e+18 1.310717e+20
9.684000e-03 2.155895e+20 0.000000e+00 9.704984e-01 2.737986e+18 8.077509e+17 8.231400e-04 3.545737e+18 1.310717e+20
9.685000e-03 2.156117e+20 0.000000e+00 9.705013e-01 2.738269e+18 8.077533e+17 8.232250e-04 3.546022e+18 1.310717e+20
9.686000e-03 2.156340e+20 0.000000e+00 9.705043e-01 2.738552e+18 8.077558e+17 8.233100e-04 3.546307e+18 1.310717e+20
9.687000e-03 2.156562e+20 0.000000e+00 9.705072e-01 2.738834e+18 8.077583e+17 8.233950e-04 3.546593e+18 1.310717e+20
9.688000e-03 2.156785e+20 0.000000e+00 9.705102e-01 2.739117e+18 8.077607e+17 8.234800e-04 3.546878e+18 1.310717e+20
9.689000e-03 2.157008e+20 0.000000e+00 9.705131e-01 2.739400e+18 8.077632e+17 8.235650e-04 3.547163e+18 1.310717e+20
9.690000e-03 2.157230e+20 0.000000e+00 9.705161e-01 2.739683e+18 8.077656e+17 8.236500e-04 3.547448e+18 1.310717e+20
9.691000e-03 2.157453e+20 0.000000e+00 9.705190e-01 2.739965e+18 8.077681e+17 8.237350e-04 3.547733e+18 1.310717e+20
9.692000e-03 2.157676e+20 0.000000e+00 9.705220e-01 2.740248e+18 8.077706e+17 8.238200e-04 3.548019e+18 1.310717e+20
9.693000e-03 2.157898e+20 0.000000e+00 9.705249e-01 2.740531e+18 8.077730e+17 8.239050e-04 3.548304e+18 1.310717e+20
9.694000e-03 2.158121e+20 0.000000e+00 9.705279e-01 2.740813e+18 8.077755e+17 8.239900e-04 3.548589e+18 1.310717e+20
9.695000e-03 2.158343e+20 0.000000e+00 9.705308e-01 2.741096e+18 8.077779e+17 8.240750e-04 3.548874e+18 1.310717e+20
9.696000e-03 2.158566e+20 0.000000e+00 9.705338e-01 2.741379e+18 8.077804e+17 8.241600e-04 3.549159e+18 1.310717e+20
9.697000e-03 2.158789e+20 0.000000e+00 9.705367e-01 2.741662e+18 8.077828e+17 8.242450e-04 3.549445e+18 1.310717e+20
9.698000e-03 2.159011e+20 0.000000e+00 9.705397e-01 2.741944e+18 8.077853e+17 8.243300e-04 3.549730e+18 1.310717e+20
9.699000e-03 2.159234e+20 0.000000e+00 9.705426e-01 2.742227e+18 8.077877e+17 8.244150e-04 3.550015e+18 1.310717e+20
9.700000e-03 2.159457e+20 0.000000e+00 9.705456e-01 2.742510e+18 8.077902e+17 8.245000e-04 3.550300e+18 1.310717e+20
9.701000e-03 2.159679e+20 0.000000e+00 9.705485e-01 2.742793e+18 8.077926e+17 8.245850e-04 3.550585e+18 1.310717e+20
9.702000e-03 2.159902e+20 0.000000e+00 9.705515e-01 2.743075e+18 8.077951e+17 8.246700e-04 3.550870e+18 1.310717e+20
9.703000e-03 2.160124e+20 0.000000e+00 9.705544e-01 2.743358e+18 8.077975e+17 8.247550e-04 3.551156e+18 1.310717e+20
9.704000e-03 2.160347e+20 0.000000e+00 9.705574e-01 2.743641e+18 8.078000e+17 8.248400e-04 3.551441e+18 1.310717e+20
9.705000e-03 2.160570e+20 0.000000e+00 9.705603e-01 2.743924e+18 8.078024e+17 8.249250e-04 3.551726e+18 1.310717e+20
9.706000e-03 2.160792e+20 0.000000e+00 9.705633e-01 2.744206e+18 8.078049e+17 8.250100e-04 3.552011e+18 1.310717e+20
9.707000e-03 2.161015e+20 0.000000e+00 9.705662e-01 2.744489e+18 8.078073e+17 8.250950e-04 3.552296e+18 1.310717e+20
9.708000e-03 2.161238e+20 0.000000e+00 9.705691e-01 2.744772e+18 8.078098e+17 8.251800e-04 3.552582e+18 1.310717e+20
9.709000e-03 2.161460e+20 0.000000e+00 9.705721e-01 2.745054e+18 8.078122e+17 8.252650e-04 3.552867e+18 1.310717e+20
9.710000e-03 2.161683e+20 0.000000e+00 9.705750e-01 2.745337e+18 8.078147e+17 8.253500e-04 3.553152e+18 1.310717e+20
9.711000e-03 2.161905e+20 0.000000e+00 9.705780e-01 2.745620e+18 8.078171e+17 8.254350e-04 3.553437e+18 1.310717e+20
9.712000e-03 2.162128e+20 0.000000e+00 9.705809e-01 2.745903e+18 8.078196e+17 8.255200e-04 3.553722e+18 1.310717e+20
9.713000e-03 2.162351e+20 0.000000e+00 9.705838e-01 2.746185e+18 8.078220e+17 8.256050e-04 3.554007e+18 1.310717e+20
9.714000e-03 2.162573e+20 0.000000e+00 9.705868e-01 2.746468e+18 8.078245e+17 8.256900e-04 3.554293e+18 1.310717e+20
9.715000e-03 2.162796e+20 0.000000e+00 9.705897e-01 2.746751e+18 8.078269e+17 8.257750e-04 3.554578e+18 1.310717e+20
9.716000e-03 2.163019e+20 0.000000e+00 9.705927e-01 2.747034e+18 8.078294e+17 8.258600e-04 3.554863e+18 1.310717e+20
9.717000e-03 2.163241e+20 0.000000e+00 9.705956e-01 2.747316e+18 8.078318e+17 8.259450e-04 3.555148e+18 1.310717e+20
9.718000e-03 2.163464e+20 0.000000e+00 9.705985e-01 2.747599e+18 8.078343e+17 8.260300e-04 3.555433e+18 1.310717e+20
9.719000e-03 2.163686e+20 0.000000e+00 9.706015e-01 2.747882e+18 8.078367e+17 8.261150e-04 3.555719e+18 1.310717e+20
9.720000e-03 2.163909e+20 0.000000e+00 9.706044e-01 2.748165e+18 8.078391e+17 8.262000e-04 3.556004e+18 1.310717e+20
9.721000e-03 2.164132e+20 0.000000e+00 9.706073e-01 2.748447e+18 8.078416e+17 8.262850e-04 3.556289e+18 1.310717e+20
9.722000e-03 2.164354e+20 0.000000e+00 9.706103e-01 2.748730e+18 8.078440e+17 8.263700e-04 3.556574e+18 1.310717e+20
9.723000e-03 2.164577e+20 0.000000e+00 9.706132e-01 2.749013e+18 8.078465e+17 8.264550e-04 3.556859e+18 1.310717e+20
9.724000e-03 2.164800e+20 0.000000e+00 9.706161e-01 2.749295e+18 8.078489e+17 8.265400e-04 3.557144e+18 1.310717e+20
9.725000e-03 2.165022e+20 0.000000e+00 9.706191e-01 2.749578e+18 8.078514e+17 8.266250e-04 3.557430e+18 1.310717e+20
9.726000e-03 2.165245e+20 0.000000e+00 9.706220e-01 2.749861e+18 8.078538e+17 8.267100e-04 3.557715e+18 1.310717e+20
9.727000e-03 2.165467e+20 0.000000e+00 9.706249e-01 2.750144e+18 8.078562e+17 8.267950e-04 3.558000e+18 1.310717e+20
9.728000e-03 2.165690e+20 0.000000e+00 9.706279e-01 2.750426e+18 8.078587e+17 8.268800e-04 3.558285e+18 1.310717e+20
9.729000e-03 2.165913e+20 0.000000e+00 9.706308e-01 2.750709e+18 8.078611e+17 8.269650e-04 3.558570e+18 1.310717e+20
9.730000e-03 2.166135e+20 0.000000e+00 9.706337e-01 2.750992e+18 8.078636e+17 8.270500e-04 3.558855e+18 1.310717e+20
9.731000e-03 2.166358e+20 0.000000e+00 9.706367e-01 2.751275e+18 8.078660e+17 8.271350e-04 3.559141e+18 1.310717e+20
9.732000e-03 2.166581e+20 0.000000e+00 9.706396e-01 2.751557e+18 8.078684e+17 8.272200e-04 3.559426e+18 1.310717e+20
9.733000e-03 2.166803e+20 0.000000e+00 9.706425e-01 2.751840e+18 8.078709e+17 8.273050e-04 3.559711e+18 1.310717e+20
9.734000e-03 2.167026e+20 0.000000e+00 9.706454e-01 2.752123e+18 8.078733e+17 8.273900e-04 3.559996e+18 1.310717e+20
9.735000e-03 2.167248e+20 0.000000e+00 9.706484e-01 2.752406e+18 8.078757e+17 8.274750e-04 3.560281e+18 1.310717e+20
9.736000e-03 2.167471e+20 0.000000e+00 9.706513e-01 2.752688e+18 8.078782e+17 8.275600e-04 3.560566e+18 1.310717e+20
9.737000e-03 2.167694e+20 0.000000e+00 9.706542e-01 2.752971e+18 8.078806e+17 8.276450e-04 3.560852e+18 1.310717e+20
9.738000e-03 2.167916e+20 0.000000e+00 9.706572e-01 2.753254e+18 8.078830e+17 8.277300e-04 3.561137e+18 1.310717e+20
9.739000e-03 2.168139e+20 0.000000e+00 9.706601e-01 2.753536e+18 8.078855e+17 8.278150e-04 3.561422e+18 1.310717e+20
9.740000e-03 2.168362e+20 0.000000e+00 9.706630e-01 2.753819e+18 8.078879e+17 8.279000e-04 3.561707e+18 1.310717e+20
9.741000e-03 2.168584e+20 0.000000e+00 9.706659e-01 2.754102e+18 8.078903e+17 8.279850e-04 3.561992e+18 1.310717e+20
9.742000e-03 2.168807e+20 0.000000e+00 9.706688e-01 2.754385e+18 8.078928e+17 8.280700e-04 3.562277e+18 1.310717e+20
9.743000e-03 2.169029e+20 0.000000e+00 9.706718e-01 2.754667e+18 8.078952e+17 8.281550e-04 3.562563e+18 1.310717e+20
9.744000e-03 2.169252e+20 0.000000e+00 9.706747e-01 2.754950e+18 8.078976e+17 8.282400e-04 3.562848e+18 1.310717e+20
9.745000e-03 2.169475e+20 0.000000e+00 9.706776e-01 2.755233e+18 8.079001e+17 8.283250e-04 3.563133e+18 1.310717e+20
9.746000e-03 2.169697e+20 0.000000e+00 9.706805e-01 2.755516e+18 8.079025e+17 8.284100e-04 3.563418e+18 1.310717e+20
9.747000e-03 2.169920e+20 0.000000e+00 9.706835e-01 2.755798e+18 8.079049e+17 8.284950e-04 3.563703e+18 1.310717e+20
9.748000e-03 2.170143e+20 0.000000e+00 9.706864e-01 2.756081e+18 8.079074e+17 8.285800e-04 3.563988e+18 1.310717e+20
9.749000e-03 2.170365e+20 0.000000e+00 9.706893e-01 2.756364e+18 8.079098e+17 8.286650e-04 3.564274e+18 1.310717e+20
9.750000e-03 2.170588e+20 0.000000e+00 9.706922e-01 2.756647e+18 8.079122e+17 8.287500e-04 3.564559e+18 1.310717e+20
9.751000e-03 2.170810e+20 0.000000e+00 9.706951e-01 2.756929e+18 8.079147e+17 8.288350e-04 3.564844e+18 1.310717e+20
9.752000e-03 2.171033e+20 0.000000e+00 9.706980e-01 2.757212e+18 8.079171e+17 8.289200e-04 3.565129e+18 1.310717e+20
9.753000e-03 2.171256e+20 0.000000e+00 9.707010e-01 2.757495e+18 8.079195e+17 8.290050e-04 3.565414e+18 1.310717e+20
9.754000e-03 2.171478e+20 0.000000e+00 9.707039e-01 2.757777e+18 8.079219e+17 8.290900e-04 3.565699e+18 1.310717e+20
9.755000e-03 2.171701e+20 0.000000e+00 9.707068e-01 2.758060e+18 8.079244e+17 8.291750e-04 3.565985e+18 1.310717e+20
9.756000e-03 2.171924e+20 0.000000e+00 9.707097e-01 2.758343e+18 8.079268e+17 8.292600e-04 3.566270e+18 1.310717e+20
9.757000e-03 2.172146e+20 0.000000e+00 9.707126e-01 2.758626e+18 8.079292e+17 8.293450e-04 3.566555e+18 1.310717e+20
9.758000e-03 2.172369e+20 0.000000e+00 9.707155e-01 2.758908e+18 8.079316e+17 8.294300e-04 3.566840e+18 1.310717e+20
9.759000e-03 2.172591e+20 0.000000e+00 9.707184e-01 2.759191e+18 8.079341e+17 8.295150e-04 3.567125e+18 1.310717e+20
9.760000e-03 2.172814e+20 0.000000e+00 9.707214e-01 2.759474e+18 8.079365e+17 8.296000e-04 3.567410e+18 1.310717e+20
9.761000e-03 2.173037e+20 0.000000e+00 9.707243e-01 2.759757e+18 8.079389e+17 8.296850e-04 3.567696e+18 1.310717e+20
